"","variable","activity","subject","average"
"8021","tBodyAcc-std-Z","WALKING",11,-0.530626311355932
"8022","tBodyAcc-std-Z","WALKING",12,-0.4106060626
"8023","tBodyAcc-std-Z","WALKING",13,-0.220503537026316
"8024","tBodyAcc-std-Z","WALKING",14,0.0518841040022034
"8025","tBodyAcc-std-Z","WALKING",15,-0.518932634814815
"8026","tBodyAcc-std-Z","WALKING",16,-0.159799790235294
"8027","tBodyAcc-std-Z","WALKING",17,-0.265824489180328
"8028","tBodyAcc-std-Z","WALKING",18,-0.428348061071429
"8029","tBodyAcc-std-Z","WALKING",19,-0.13947794235
"8030","tBodyAcc-std-Z","WALKING",20,-0.228734217372549
"8031","tBodyAcc-std-Z","WALKING",21,-0.16868872575
"8032","tBodyAcc-std-Z","WALKING",22,-0.213351968804348
"8033","tBodyAcc-std-Z","WALKING",23,0.164220685383051
"8034","tBodyAcc-std-Z","WALKING",24,-0.288840016206897
"8035","tBodyAcc-std-Z","WALKING",25,-0.437133403243243
"8036","tBodyAcc-std-Z","WALKING",26,-0.333486502542373
"8037","tBodyAcc-std-Z","WALKING",27,-0.297318273508772
"8038","tBodyAcc-std-Z","WALKING",28,-0.300928395925926
"8039","tBodyAcc-std-Z","WALKING",29,-0.242828038264151
"8040","tBodyAcc-std-Z","WALKING",30,-0.120476783907692
"8041","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",1,-0.230434213204082
"8042","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",2,-0.10283790806383
"8043","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",3,-0.362240245489796
"8044","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",4,-0.479185977111111
"8045","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",5,-0.325891435319149
"8046","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",6,-0.320204232520417
"8047","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",7,-0.0636402447755319
"8048","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",8,0.1337170395
"8049","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",9,-0.00771530035714285
"8050","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",10,-0.183557562032895
"8051","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",11,-0.324026938043478
"8052","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",12,-0.425017413478261
"8053","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",13,-0.158333146191489
"8054","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",14,0.451576075111111
"8055","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",15,-0.281982181666667
"8056","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",16,0.0114353944787234
"8057","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",17,-0.231064156615217
"8058","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",18,-0.418610127454545
"8059","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",19,0.049322451025641
"8060","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",20,-0.160938536488889
"8061","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",21,-0.0717893558666667
"8062","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",22,-0.325722718055556
"8063","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",23,0.229898742944444
"8064","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",24,-0.205566380745455
"8065","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",25,-0.457972381896552
"8066","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",26,-0.284807676
"8067","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",27,-0.240040783340909
"8068","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",28,-0.341031811521739
"8069","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",29,-0.223177999879167
"8070","tBodyAcc-std-Z","WALKING_DOWNSTAIRS",30,-0.217275690290323
"8071","tBodyAcc-std-Z","WALKING_UPSTAIRS",1,-0.0194792388471698
"8072","tBodyAcc-std-Z","WALKING_UPSTAIRS",2,-0.112121021220833
"8073","tBodyAcc-std-Z","WALKING_UPSTAIRS",3,-0.369754604067797
"8074","tBodyAcc-std-Z","WALKING_UPSTAIRS",4,-0.372137777692308
"8075","tBodyAcc-std-Z","WALKING_UPSTAIRS",5,-0.308938978787234
"8076","tBodyAcc-std-Z","WALKING_UPSTAIRS",6,-0.353519514896078
"8077","tBodyAcc-std-Z","WALKING_UPSTAIRS",7,-0.145665025639216
"8078","tBodyAcc-std-Z","WALKING_UPSTAIRS",8,0.121187278790244
"8079","tBodyAcc-std-Z","WALKING_UPSTAIRS",9,-0.253434083542857
"8080","tBodyAcc-std-Z","WALKING_UPSTAIRS",10,-0.0738744931340426
"8081","tBodyAcc-std-Z","WALKING_UPSTAIRS",11,-0.203369399185185
"8082","tBodyAcc-std-Z","WALKING_UPSTAIRS",12,-0.436697425576923
"8083","tBodyAcc-std-Z","WALKING_UPSTAIRS",13,-0.217210568085455
"8084","tBodyAcc-std-Z","WALKING_UPSTAIRS",14,0.609017879074074
"8085","tBodyAcc-std-Z","WALKING_UPSTAIRS",15,-0.379717488104167
"8086","tBodyAcc-std-Z","WALKING_UPSTAIRS",16,-0.129283825721569
"8087","tBodyAcc-std-Z","WALKING_UPSTAIRS",17,-0.230220954239583
"8088","tBodyAcc-std-Z","WALKING_UPSTAIRS",18,-0.31437339137931
"8089","tBodyAcc-std-Z","WALKING_UPSTAIRS",19,-0.1904685504575
"8090","tBodyAcc-std-Z","WALKING_UPSTAIRS",20,-0.229249455098039
"8091","tBodyAcc-std-Z","WALKING_UPSTAIRS",21,-0.219707928574468
"8092","tBodyAcc-std-Z","WALKING_UPSTAIRS",22,-0.109613216345238
"8093","tBodyAcc-std-Z","WALKING_UPSTAIRS",23,0.10080118935098
"8094","tBodyAcc-std-Z","WALKING_UPSTAIRS",24,-0.255601012881356
"8095","tBodyAcc-std-Z","WALKING_UPSTAIRS",25,-0.296523975076923
"8096","tBodyAcc-std-Z","WALKING_UPSTAIRS",26,-0.404596936545455
"8097","tBodyAcc-std-Z","WALKING_UPSTAIRS",27,-0.23070787672549
"8098","tBodyAcc-std-Z","WALKING_UPSTAIRS",28,-0.28598691372549
"8099","tBodyAcc-std-Z","WALKING_UPSTAIRS",29,0.0995443502346939
"8100","tBodyAcc-std-Z","WALKING_UPSTAIRS",30,0.0249468034966154
"8101","tBodyAccJerk-mean-X","LAYING",1,0.0810865342
"8102","tBodyAccJerk-mean-X","LAYING",2,0.0825972511666667
"8103","tBodyAccJerk-mean-X","LAYING",3,0.0769811125806452
"8104","tBodyAccJerk-mean-X","LAYING",4,0.0934494217777778
"8105","tBodyAccJerk-mean-X","LAYING",5,0.0848164824230769
"8106","tBodyAccJerk-mean-X","LAYING",6,0.0963481955263158
"8107","tBodyAccJerk-mean-X","LAYING",7,0.0968904018076923
"8108","tBodyAccJerk-mean-X","LAYING",8,0.0878326902592593
"8109","tBodyAccJerk-mean-X","LAYING",9,0.08807344764
"8110","tBodyAccJerk-mean-X","LAYING",10,0.073815064487931
"8111","tBodyAccJerk-mean-X","LAYING",11,0.0766645337017544
"8112","tBodyAccJerk-mean-X","LAYING",12,0.0854295393833333
"8113","tBodyAccJerk-mean-X","LAYING",13,0.0767774832096774
"8114","tBodyAccJerk-mean-X","LAYING",14,0.098140384845098
"8115","tBodyAccJerk-mean-X","LAYING",15,0.0767515438611111
"8116","tBodyAccJerk-mean-X","LAYING",16,0.0783960268571429
"8117","tBodyAccJerk-mean-X","LAYING",17,0.077908974656338
"8118","tBodyAccJerk-mean-X","LAYING",18,0.0749985010769231
"8119","tBodyAccJerk-mean-X","LAYING",19,0.0772317998650602
"8120","tBodyAccJerk-mean-X","LAYING",20,0.0892716006470588
"8121","tBodyAccJerk-mean-X","LAYING",21,0.0820150201077778
"8122","tBodyAccJerk-mean-X","LAYING",22,0.0752202242222222
"8123","tBodyAccJerk-mean-X","LAYING",23,0.0831787608333333
"8124","tBodyAccJerk-mean-X","LAYING",24,0.08072123275
"8125","tBodyAccJerk-mean-X","LAYING",25,0.0879071687671233
"8126","tBodyAccJerk-mean-X","LAYING",26,0.0866502529210526
"8127","tBodyAccJerk-mean-X","LAYING",27,0.0766268551324324
"8128","tBodyAccJerk-mean-X","LAYING",28,0.0780770644
"8129","tBodyAccJerk-mean-X","LAYING",29,0.0718861195971014
"8130","tBodyAccJerk-mean-X","LAYING",30,0.0752196666428571
"8131","tBodyAccJerk-mean-X","SITTING",1,0.0774825199574468
"8132","tBodyAccJerk-mean-X","SITTING",2,0.0722564387173913
"8133","tBodyAccJerk-mean-X","SITTING",3,0.0726098418653846
"8134","tBodyAccJerk-mean-X","SITTING",4,0.0784500239
"8135","tBodyAccJerk-mean-X","SITTING",5,0.0749577410909091
"8136","tBodyAccJerk-mean-X","SITTING",6,0.0754721635223636
"8137","tBodyAccJerk-mean-X","SITTING",7,0.0668519793125
"8138","tBodyAccJerk-mean-X","SITTING",8,0.0786713761086957
"8139","tBodyAccJerk-mean-X","SITTING",9,0.077005006374
"8140","tBodyAccJerk-mean-X","SITTING",10,0.0775372505185185
"8141","tBodyAccJerk-mean-X","SITTING",11,0.0761777324716981
"8142","tBodyAccJerk-mean-X","SITTING",12,0.0771277656078431
"8143","tBodyAccJerk-mean-X","SITTING",13,0.0752865881142857
"8144","tBodyAccJerk-mean-X","SITTING",14,0.0741878844074074
"8145","tBodyAccJerk-mean-X","SITTING",15,0.0784792788644068
"8146","tBodyAccJerk-mean-X","SITTING",16,0.0734346720289855
"8147","tBodyAccJerk-mean-X","SITTING",17,0.075070986171875
"8148","tBodyAccJerk-mean-X","SITTING",18,0.076622889
"8149","tBodyAccJerk-mean-X","SITTING",19,0.0753747129191781
"8150","tBodyAccJerk-mean-X","SITTING",20,0.0746568393030303
"8151","tBodyAccJerk-mean-X","SITTING",21,0.0757109789882353
"8152","tBodyAccJerk-mean-X","SITTING",22,0.0807687311935484
"8153","tBodyAccJerk-mean-X","SITTING",23,0.0770022352205882
"8154","tBodyAccJerk-mean-X","SITTING",24,0.0763318528529412
"8155","tBodyAccJerk-mean-X","SITTING",25,0.0752087009912308
"8156","tBodyAccJerk-mean-X","SITTING",26,0.0764443226333333
"8157","tBodyAccJerk-mean-X","SITTING",27,0.0779038963571429
"8158","tBodyAccJerk-mean-X","SITTING",28,0.0768671621527778
"8159","tBodyAccJerk-mean-X","SITTING",29,0.0745438102516667
"8160","tBodyAccJerk-mean-X","SITTING",30,0.0760057731790323
"8161","tBodyAccJerk-mean-X","STANDING",1,0.0753766542264151
"8162","tBodyAccJerk-mean-X","STANDING",2,0.0747588597592593
"8163","tBodyAccJerk-mean-X","STANDING",3,0.0750900622277049
"8164","tBodyAccJerk-mean-X","STANDING",4,0.0721328379857143
"8165","tBodyAccJerk-mean-X","STANDING",5,0.0725189859107143
"8166","tBodyAccJerk-mean-X","STANDING",6,0.0730699604561404
"8167","tBodyAccJerk-mean-X","STANDING",7,0.0751915112830189
"8168","tBodyAccJerk-mean-X","STANDING",8,0.0753739045185185
"8169","tBodyAccJerk-mean-X","STANDING",9,0.0760032053555556
"8170","tBodyAccJerk-mean-X","STANDING",10,0.0809784390227273
"8171","tBodyAccJerk-mean-X","STANDING",11,0.0760097721914894
"8172","tBodyAccJerk-mean-X","STANDING",12,0.0744631761967213
"8173","tBodyAccJerk-mean-X","STANDING",13,0.0758630962280702
"8174","tBodyAccJerk-mean-X","STANDING",14,0.0737933748485
"8175","tBodyAccJerk-mean-X","STANDING",15,0.0752280703207547
"8176","tBodyAccJerk-mean-X","STANDING",16,0.0736438905641026
"8177","tBodyAccJerk-mean-X","STANDING",17,0.0740864955641026
"8178","tBodyAccJerk-mean-X","STANDING",18,0.0753539482328767
"8179","tBodyAccJerk-mean-X","STANDING",19,0.0754120366712329
"8180","tBodyAccJerk-mean-X","STANDING",20,0.0763556159315068
"8181","tBodyAccJerk-mean-X","STANDING",21,0.0754543858764045
"8182","tBodyAccJerk-mean-X","STANDING",22,0.0752322891746032
"8183","tBodyAccJerk-mean-X","STANDING",23,0.0750206478676471
"8184","tBodyAccJerk-mean-X","STANDING",24,0.0746177416521739
"8185","tBodyAccJerk-mean-X","STANDING",25,0.0752337295675676
"8186","tBodyAccJerk-mean-X","STANDING",26,0.0753578207972973
"8187","tBodyAccJerk-mean-X","STANDING",27,0.074969980825
"8188","tBodyAccJerk-mean-X","STANDING",28,0.0753131601898734
"8189","tBodyAccJerk-mean-X","STANDING",29,0.0753052530307692
"8190","tBodyAccJerk-mean-X","STANDING",30,0.0752414472033898
"8191","tBodyAccJerk-mean-X","WALKING",1,0.0740416333157895
"8192","tBodyAccJerk-mean-X","WALKING",2,0.0618080696279661
"8193","tBodyAccJerk-mean-X","WALKING",3,0.0814745882660345
"8194","tBodyAccJerk-mean-X","WALKING",4,0.0783529082183333
"8195","tBodyAccJerk-mean-X","WALKING",5,0.0845888833571429
"8196","tBodyAccJerk-mean-X","WALKING",6,0.0699585876912281
"8197","tBodyAccJerk-mean-X","WALKING",7,0.0901462649192983
"8198","tBodyAccJerk-mean-X","WALKING",8,0.0703393490833333
"8199","tBodyAccJerk-mean-X","WALKING",9,0.0704357270480769
"8200","tBodyAccJerk-mean-X","WALKING",10,0.0857943809283019
"8201","tBodyAccJerk-mean-X","WALKING",11,0.0829709328491525
"8202","tBodyAccJerk-mean-X","WALKING",12,0.045764401482
"8203","tBodyAccJerk-mean-X","WALKING",13,0.0809590227198246
"8204","tBodyAccJerk-mean-X","WALKING",14,0.0720877913452542
"8205","tBodyAccJerk-mean-X","WALKING",15,0.0897770721666667
"8206","tBodyAccJerk-mean-X","WALKING",16,0.0770223771764706
"8207","tBodyAccJerk-mean-X","WALKING",17,0.0773188580032787
"8208","tBodyAccJerk-mean-X","WALKING",18,0.0767524278392857
"8209","tBodyAccJerk-mean-X","WALKING",19,0.0822246284461538
"8210","tBodyAccJerk-mean-X","WALKING",20,0.0841234323137255
"8211","tBodyAccJerk-mean-X","WALKING",21,0.0782251820211538
"8212","tBodyAccJerk-mean-X","WALKING",22,0.0627777634002174
"8213","tBodyAccJerk-mean-X","WALKING",23,0.0987319085964407
"8214","tBodyAccJerk-mean-X","WALKING",24,0.0731938975362069
"8215","tBodyAccJerk-mean-X","WALKING",25,0.0721720712281081
"8216","tBodyAccJerk-mean-X","WALKING",26,0.0652303740728813
"8217","tBodyAccJerk-mean-X","WALKING",27,0.0684331971807018
"8218","tBodyAccJerk-mean-X","WALKING",28,0.0931122231851852
"8219","tBodyAccJerk-mean-X","WALKING",29,0.0853743348528302
"8220","tBodyAccJerk-mean-X","WALKING",30,0.0688689970184615
"8221","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",1,0.0541553164897959
"8222","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",2,0.110040615569574
"8223","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",3,0.0725689294489796
"8224","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",4,0.0971862748866667
"8225","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",5,0.109650600459574
"8226","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",6,0.103681343708333
"8227","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",7,0.0968926184638298
"8228","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",8,0.118938088342105
"8229","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",9,0.130193043809524
"8230","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",10,0.100959387447368
"8231","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",11,0.0897168657173913
"8232","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",12,0.0621500251717391
"8233","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",13,0.101704538333298
"8234","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",14,0.0428631626711111
"8235","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",15,0.0711457160166667
"8236","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",16,0.0907857064255319
"8237","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",17,0.118250858006522
"8238","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",18,0.0809044045254545
"8239","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",19,0.0730930306923077
"8240","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",20,0.0695031058
"8241","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",21,0.0901452883333333
"8242","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",22,0.101584640833333
"8243","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",23,0.0578010605648148
"8244","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",24,0.0802619828545455
"8245","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",25,0.110656929396552
"8246","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",26,0.111470787918
"8247","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",27,0.0936273220295455
"8248","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",28,0.0972653457891304
"8249","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",29,0.0636871965479167
"8250","tBodyAccJerk-mean-X","WALKING_DOWNSTAIRS",30,0.0883933037048387
"8251","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",1,0.101372729922642
"8252","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",2,0.0744507839572917
"8253","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",3,0.0426880986186441
"8254","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",4,0.0560971909634615
"8255","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",5,0.0795443483829787
"8256","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",6,0.07210675
"8257","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",7,0.0724649938509804
"8258","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",8,0.0813816809395122
"8259","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",9,0.0692266245755102
"8260","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",10,0.0648829303510638
"8261","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",11,0.0968561683092593
"8262","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",12,0.0728660813846154
"8263","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",13,0.0692442067545455
"8264","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",14,0.0803303022222222
"8265","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",15,0.07297243298125
"8266","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",16,0.0762526677
"8267","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",17,0.07680441704375
"8268","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",18,0.0812402028517241
"8269","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",19,0.08315450836225
"8270","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",20,0.0836451256901961
"8271","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",21,0.104034223065957
"8272","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",22,0.0877172239047619
"8273","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",23,0.0723649984647059
"8274","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",24,0.0862310100338983
"8275","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",25,0.0740041435707692
"8276","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",26,0.0755645318545455
"8277","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",27,0.0734763532039216
"8278","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",28,0.0706831871117647
"8279","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",29,0.106345193353878
"8280","tBodyAccJerk-mean-X","WALKING_UPSTAIRS",30,0.0579840372876923
"8281","tBodyAccJerk-mean-Y","LAYING",1,0.0038382040088
"8282","tBodyAccJerk-mean-Y","LAYING",2,0.012254788451875
"8283","tBodyAccJerk-mean-Y","LAYING",3,0.0138041011306452
"8284","tBodyAccJerk-mean-Y","LAYING",4,0.00693313213968519
"8285","tBodyAccJerk-mean-Y","LAYING",5,0.00747460829615385
"8286","tBodyAccJerk-mean-Y","LAYING",6,-0.00114529240245614
"8287","tBodyAccJerk-mean-Y","LAYING",7,0.0250624183634615
"8288","tBodyAccJerk-mean-Y","LAYING",8,0.0233299159137037
"8289","tBodyAccJerk-mean-Y","LAYING",9,0.011561732718
"8290","tBodyAccJerk-mean-Y","LAYING",10,0.015698997097069
"8291","tBodyAccJerk-mean-Y","LAYING",11,0.0122193853629825
"8292","tBodyAccJerk-mean-Y","LAYING",12,0.00774408308
"8293","tBodyAccJerk-mean-Y","LAYING",13,0.0183441894580645
"8294","tBodyAccJerk-mean-Y","LAYING",14,-0.00831507059607843
"8295","tBodyAccJerk-mean-Y","LAYING",15,0.0123984271386111
"8296","tBodyAccJerk-mean-Y","LAYING",16,0.0132805054325714
"8297","tBodyAccJerk-mean-Y","LAYING",17,0.00706867100408451
"8298","tBodyAccJerk-mean-Y","LAYING",18,0.0117018961415385
"8299","tBodyAccJerk-mean-Y","LAYING",19,0.011149573306747
"8300","tBodyAccJerk-mean-Y","LAYING",20,0.00110822495382353
"8301","tBodyAccJerk-mean-Y","LAYING",21,0.0119943671007778
"8302","tBodyAccJerk-mean-Y","LAYING",22,0.00459834754236111
"8303","tBodyAccJerk-mean-Y","LAYING",23,0.01535144005125
"8304","tBodyAccJerk-mean-Y","LAYING",24,0.0119819524179167
"8305","tBodyAccJerk-mean-Y","LAYING",25,0.0284619311524658
"8306","tBodyAccJerk-mean-Y","LAYING",26,0.0124420033513158
"8307","tBodyAccJerk-mean-Y","LAYING",27,0.0126491088851351
"8308","tBodyAccJerk-mean-Y","LAYING",28,0.005939923320625
"8309","tBodyAccJerk-mean-Y","LAYING",29,0.0116912059556522
"8310","tBodyAccJerk-mean-Y","LAYING",30,0.0107680190087143
"8311","tBodyAccJerk-mean-Y","SITTING",1,-0.000619102785106384
"8312","tBodyAccJerk-mean-Y","SITTING",2,0.0116954511323913
"8313","tBodyAccJerk-mean-Y","SITTING",3,0.00272529134230769
"8314","tBodyAccJerk-mean-Y","SITTING",4,-0.0108582171094
"8315","tBodyAccJerk-mean-Y","SITTING",5,-0.00278773346136363
"8316","tBodyAccJerk-mean-Y","SITTING",6,2.55649800000023e-06
"8317","tBodyAccJerk-mean-Y","SITTING",7,0.0116863419310417
"8318","tBodyAccJerk-mean-Y","SITTING",8,-0.00657516306713044
"8319","tBodyAccJerk-mean-Y","SITTING",9,0.009817397262
"8320","tBodyAccJerk-mean-Y","SITTING",10,0.00897875458703704
"8321","tBodyAccJerk-mean-Y","SITTING",11,-0.000213838552075472
"8322","tBodyAccJerk-mean-Y","SITTING",12,0.0105990504054902
"8323","tBodyAccJerk-mean-Y","SITTING",13,-0.00112344092891837
"8324","tBodyAccJerk-mean-Y","SITTING",14,-0.00436185985848148
"8325","tBodyAccJerk-mean-Y","SITTING",15,-0.00898437589491525
"8326","tBodyAccJerk-mean-Y","SITTING",16,0.00985642890855072
"8327","tBodyAccJerk-mean-Y","SITTING",17,0.0056097104915625
"8328","tBodyAccJerk-mean-Y","SITTING",18,0.00694560289491228
"8329","tBodyAccJerk-mean-Y","SITTING",19,0.0137921005843836
"8330","tBodyAccJerk-mean-Y","SITTING",20,0.00597430268636364
"8331","tBodyAccJerk-mean-Y","SITTING",21,0.0121020139594259
"8332","tBodyAccJerk-mean-Y","SITTING",22,-0.000842715149193548
"8333","tBodyAccJerk-mean-Y","SITTING",23,0.0101351394211029
"8334","tBodyAccJerk-mean-Y","SITTING",24,0.00476702575745588
"8335","tBodyAccJerk-mean-Y","SITTING",25,0.00485415893230769
"8336","tBodyAccJerk-mean-Y","SITTING",26,0.00692238958961538
"8337","tBodyAccJerk-mean-Y","SITTING",27,0.004670724222
"8338","tBodyAccJerk-mean-Y","SITTING",28,0.0148338232684722
"8339","tBodyAccJerk-mean-Y","SITTING",29,0.00598531404666667
"8340","tBodyAccJerk-mean-Y","SITTING",30,0.00975692523887097
"8341","tBodyAccJerk-mean-Y","STANDING",1,0.00797573092830189
"8342","tBodyAccJerk-mean-Y","STANDING",2,0.0103291774794444
"8343","tBodyAccJerk-mean-Y","STANDING",3,0.00771663644590164
"8344","tBodyAccJerk-mean-Y","STANDING",4,-0.00653015693773214
"8345","tBodyAccJerk-mean-Y","STANDING",5,-0.00221990214464286
"8346","tBodyAccJerk-mean-Y","STANDING",6,0.00871883993421053
"8347","tBodyAccJerk-mean-Y","STANDING",7,0.00694700354075472
"8348","tBodyAccJerk-mean-Y","STANDING",8,0.00814951727462963
"8349","tBodyAccJerk-mean-Y","STANDING",9,0.0130699796066667
"8350","tBodyAccJerk-mean-Y","STANDING",10,0.0119007630575
"8351","tBodyAccJerk-mean-Y","STANDING",11,0.0124130965551064
"8352","tBodyAccJerk-mean-Y","STANDING",12,0.0100480041062295
"8353","tBodyAccJerk-mean-Y","STANDING",13,0.00762035230350877
"8354","tBodyAccJerk-mean-Y","STANDING",14,0.00579566182983333
"8355","tBodyAccJerk-mean-Y","STANDING",15,0.00617255520183019
"8356","tBodyAccJerk-mean-Y","STANDING",16,0.0120767950358846
"8357","tBodyAccJerk-mean-Y","STANDING",17,0.00657853452564103
"8358","tBodyAccJerk-mean-Y","STANDING",18,0.0104698718417123
"8359","tBodyAccJerk-mean-Y","STANDING",19,0.00991338273931507
"8360","tBodyAccJerk-mean-Y","STANDING",20,0.0116930221630137
"8361","tBodyAccJerk-mean-Y","STANDING",21,0.0100621171270225
"8362","tBodyAccJerk-mean-Y","STANDING",22,0.0107286964173016
"8363","tBodyAccJerk-mean-Y","STANDING",23,0.0105861517936765
"8364","tBodyAccJerk-mean-Y","STANDING",24,0.0109839689101449
"8365","tBodyAccJerk-mean-Y","STANDING",25,0.0066321397672973
"8366","tBodyAccJerk-mean-Y","STANDING",26,0.0081732226404054
"8367","tBodyAccJerk-mean-Y","STANDING",27,0.0122433312349875
"8368","tBodyAccJerk-mean-Y","STANDING",28,0.00907363218518987
"8369","tBodyAccJerk-mean-Y","STANDING",29,0.0115104978664615
"8370","tBodyAccJerk-mean-Y","STANDING",30,0.0120860416340678
"8371","tBodyAccJerk-mean-Y","WALKING",1,0.0282721095884211
"8372","tBodyAccJerk-mean-Y","WALKING",2,0.0182492679288136
"8373","tBodyAccJerk-mean-Y","WALKING",3,0.0100591485
"8374","tBodyAccJerk-mean-Y","WALKING",4,0.00295602428666667
"8375","tBodyAccJerk-mean-Y","WALKING",5,-0.0163194101232143
"8376","tBodyAccJerk-mean-Y","WALKING",6,-0.0164831715964912
"8377","tBodyAccJerk-mean-Y","WALKING",7,0.0184322723280702
"8378","tBodyAccJerk-mean-Y","WALKING",8,-0.00603947514583333
"8379","tBodyAccJerk-mean-Y","WALKING",9,0.0212255910017308
"8380","tBodyAccJerk-mean-Y","WALKING",10,0.00408248792641509
"8381","tBodyAccJerk-mean-Y","WALKING",11,0.0127682476559322
"8382","tBodyAccJerk-mean-Y","WALKING",12,0.0197766948336
"8383","tBodyAccJerk-mean-Y","WALKING",13,0.00308364501403509
"8384","tBodyAccJerk-mean-Y","WALKING",14,0.024116023559322
"8385","tBodyAccJerk-mean-Y","WALKING",15,0.00890588563518519
"8386","tBodyAccJerk-mean-Y","WALKING",16,0.00968444678235294
"8387","tBodyAccJerk-mean-Y","WALKING",17,0.0130098548360656
"8388","tBodyAccJerk-mean-Y","WALKING",18,0.0282745481892857
